"p","r_droplet_actual","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4830.8,3.3794e-08,1,0.68925,0.68925,0.01,0.03785
4825.6,3.3803e-08,1,0.69,0.69,0.01,0.03785
4820.4,3.3812e-08,1,0.69075,0.69075,0.01,0.03785
4815.2,3.3821e-08,1,0.6915,0.6915,0.01,0.03785
4810,3.383e-08,1,0.69225,0.69225,0.01,0.03785
4804.8,3.3839e-08,1,0.693,0.693,0.01,0.03785
4799.6,3.3848e-08,1,0.69375,0.69375,0.01,0.03785
4794.4,3.3858e-08,1,0.6945,0.6945,0.01,0.03785
4789.3,3.3867e-08,1,0.69525,0.69525,0.01,0.03785
4784.2,3.3877e-08,1,0.696,0.696,0.01,0.03785
4779,3.3887e-08,1,0.69675,0.69675,0.01,0.03785
4773.9,3.3897e-08,1,0.6975,0.6975,0.01,0.03785
4768.9,3.3907e-08,1,0.69825,0.69825,0.01,0.03785
4763.8,3.3917e-08,1,0.699,0.699,0.01,0.03785
4758.7,3.3927e-08,1,0.69975,0.69975,0.01,0.03785
4753.6,3.3937e-08,1,0.7005,0.7005,0.01,0.03785
4748.6,3.3948e-08,1,0.70125,0.70125,0.01,0.03785
4743.6,3.3958e-08,1,0.702,0.702,0.01,0.03785
4738.5,3.3969e-08,1,0.70275,0.70275,0.01,0.03785
4733.5,3.3979e-08,1,0.7035,0.7035,0.01,0.03785
4728.5,3.399e-08,1,0.70425,0.70425,0.01,0.03785
4723.6,3.4001e-08,1,0.705,0.705,0.01,0.03785
4718.6,3.4012e-08,1,0.70575,0.70575,0.01,0.03785
4713.6,3.4022e-08,1,0.7065,0.7065,0.01,0.03785
4708.7,3.4033e-08,1,0.70725,0.70725,0.01,0.03785
4703.7,3.4045e-08,1,0.708,0.708,0.01,0.03785
4698.8,3.4056e-08,1,0.70875,0.70875,0.01,0.03785
4693.9,3.4067e-08,1,0.7095,0.7095,0.01,0.03785
4689,3.4078e-08,1,0.71025,0.71025,0.01,0.03785
4684.1,3.4089e-08,1,0.711,0.711,0.01,0.03785
4679.2,3.41e-08,1,0.71175,0.71175,0.01,0.03785
4674.3,3.4112e-08,1,0.7125,0.7125,0.01,0.03785
4669.5,3.4123e-08,1,0.71325,0.71325,0.01,0.03785
4664.6,3.4134e-08,1,0.714,0.714,0.01,0.03785
4659.8,3.4146e-08,1,0.71475,0.71475,0.01,0.03785
4655,3.4157e-08,1,0.7155,0.7155,0.01,0.03785
4650.1,3.4169e-08,1,0.71625,0.71625,0.01,0.03785
4645.3,3.418e-08,1,0.717,0.717,0.01,0.03785
4640.5,3.4192e-08,1,0.71775,0.71775,0.01,0.03785
4635.8,3.4204e-08,1,0.7185,0.7185,0.01,0.03785
4631,3.4215e-08,1,0.71925,0.71925,0.01,0.03785
4626.2,3.4227e-08,1,0.72,0.72,0.01,0.03785
4621.5,3.4239e-08,1,0.72075,0.72075,0.01,0.03785
4616.7,3.4251e-08,1,0.7215,0.7215,0.01,0.03785
4612,3.4262e-08,1,0.72225,0.72225,0.01,0.03785
4607.3,3.4274e-08,1,0.723,0.723,0.01,0.03785
4602.6,3.4286e-08,1,0.72375,0.72375,0.01,0.03785
4597.9,3.4298e-08,1,0.7245,0.7245,0.01,0.03785
4593.2,3.431e-08,1,0.72525,0.72525,0.01,0.03785
4588.5,3.4321e-08,1,0.726,0.726,0.01,0.03785
4583.9,3.4333e-08,1,0.72675,0.72675,0.01,0.03785
4579.2,3.4345e-08,1,0.7275,0.7275,0.01,0.03785
4574.6,3.4357e-08,1,0.72825,0.72825,0.01,0.03785
4570,3.4369e-08,1,0.729,0.729,0.01,0.03785
4565.3,3.4381e-08,1,0.72975,0.72975,0.01,0.03785
4560.8,3.4393e-08,1,0.7305,0.7305,0.01,0.03785
4556.2,3.4404e-08,1,0.73125,0.73125,0.01,0.03785
4551.6,3.4416e-08,1,0.732,0.732,0.01,0.03785
4547,3.4428e-08,1,0.73275,0.73275,0.01,0.03785
4542.5,3.4439e-08,1,0.7335,0.7335,0.01,0.03785
4538,3.4451e-08,1,0.73425,0.73425,0.01,0.03785
4533.5,3.4462e-08,1,0.735,0.735,0.01,0.03785
4529,3.4474e-08,1,0.73575,0.73575,0.01,0.03785
4524.5,3.4485e-08,1,0.7365,0.7365,0.01,0.03785
4520,3.4497e-08,1,0.73725,0.73725,0.01,0.03785
4515.5,3.4508e-08,1,0.738,0.738,0.01,0.03785
4511.1,3.4519e-08,1,0.73875,0.73875,0.01,0.03785
4506.6,3.453e-08,1,0.7395,0.7395,0.01,0.03785
4502.2,3.4541e-08,1,0.74025,0.74025,0.01,0.03785
4497.9,3.4551e-08,1,0.741,0.741,0.01,0.03785
4493.7,3.4562e-08,1,0.74175,0.74175,0.01,0.03785
4489.4,3.4572e-08,1,0.7425,0.7425,0.01,0.03785
4485.1,3.4582e-08,1,0.74325,0.74325,0.01,0.03785
4479.9,3.4594e-08,1,0.744,0.744,0.01,0.03785
4474.6,3.4605e-08,1,0.74475,0.74475,0.01,0.03785
4469.3,3.4617e-08,1,0.7455,0.7455,0.01,0.03785
4464,3.4629e-08,1,0.74625,0.74625,0.01,0.03785
4459.5,3.2885e-08,1,0.747,0.747,0.01,0.03785
4456.2,2.8947e-08,1,0.74775,0.74775,0.01,0.03785
4452.9,2.5009e-08,1,0.7485,0.7485,0.01,0.03785
4449.6,2.107e-08,1,0.74925,0.74925,0.01,0.03785
4446.3,0,1,0.75,0.75,0.01,0.03785
